country,Region,lat,long,displayName,layerName,layerTitle,year,value,study.id,substudy.number,site,study.start.year,study.end.year,mutation,tested,present,Mixed.present,authors,publication.year,publication.Url,title,notes,pubMedId,marker.group,percentage,Mixed.percentage,included.or.excluded,PR,Prev_DR
India,Asia,22.57,88.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2014,0.0003889977524522692,576,1,Kolkata,2014,2016,dhfr 108N,113,107,107,"Chatterjee M, Ganguly S, Saha P, Guha SK, Maji AK",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28533179,"Polymorphisms in pfdhfr and pfdhps genes after five years of artemisinin combination therapy (ACT) implementation from urban Kolkata, India.",NA,28533179,dhfr 108N,95,95,NA,0.03889977524522692,94.69026548672566
India,Asia,23.33,86.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2014,0.0004986166022717953,716,1,"Purulia, Bankura, Midnapore, Kolkata",2014,2016,dhfr 108N,226,213,213,"Das S, Manna S, Saha B, Hati AK, Roy S.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=30535043,Novel pfkelch13 gene polymorphism associates with artemisinin resistance in eastern India.,NA,30535043,dhfr 108N,94,94,NA,0.04986166022717953,94.24778761061948
India,Asia,12.91,74.86,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2014,0.00043168370029889047,812,1,Mangaluru,2014,2014,dhfr 108N,107,76,76,"Jakob Wedam, Costanza Tacoli, Prabhanjan P. Gai, Konrad Siegert, Suyamindra Kulkarni, Rashmi Rasalkar, Animesh Jain, Chakrapani Mahabala, Shantaram Baliga, Damodara Shenoy, Pramod Gai, Rajeshwari Devi, Frank P. Mockenhaupt",2017,NA,"Molecular evidence for plasmodium falciparum resistance to sulfadoxine-pyrimethamine but absence of k13 mutations in mangalore, southern india",NA,NA,dhfr 108N,71,71,NA,0.04316837002988905,71.02803738317756
India,Asia,21.19,81.35,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2015,0.006697996985167265,813,1,"Bhilai, Durg",2015,2017,dhfr 108N,180,159,159,"Sabyasachi Das, Amrita Kar, Subhankar Manna, Samaresh Mandal, Sayantani Mandal, Subhasis Das, Bhaskar Saha & Amiya Kumar Hati",2021,https://doi.org/10.1038/s41598-021-89295-0,Artemisinin combination therapy fails even in the absence of Plasmodium falciparum kelch13 gene polymorphism in Central India,NA,33976269,dhfr 108N,88,88,NA,0.6697996985167265,88.33333333333333
India,Asia,23.28,75.53,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2015,0.000021502861272892915,823,1,Ujjain district,2015,2016,dhfr 108N,104,100,100,"Ashish Pathak , Andreas M<e5>rtensson , Sudhir Gawariker , Ashish Sharma , Vishal Diwan , Manju Purohit , Johan Ursing",2020,NA,"Stable high frequencies of sulfadoxine-pyrimethamine resistance associated mutations and absence of K13 mutations in Plasmodium falciparum 3 and 4<a0>years after the introduction of artesunate plus sulfadoxine-pyrimethamine in Ujjain, Madhya Pradesh, India.",NA,32795288,dhfr 108N,96,96,NA,0.00215028612728929,96.15384615384616
India,Asia,21.67,85.61,NA,NA,NA,2007,NA,492,3,Keonjhar,2007,2007,dhfr 108N,60,60,60,"Srivastava P, Ratha J, Shah NK, Mishra N, Anvikar AR, Sharma SK, Das MK, Srivastava B, Valecha N",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23866298,A clinical and molecular study of artesunate + sulphadoxine-pyrimethamine in three districts of central and eastern India.,NA,23866298,dhfr 108N,100,100,NA,NA,100
India,Asia,23.88,91.73,NA,NA,NA,2012,NA,458,1,"Arunal Pradesh, Tripura, Mizoram",2012,2012,dhfr 108N,155,155,155,"Mishra N, Kaitholia K, Srivastava B, Shah NK, Narayan JP, Dev V, Phookan S, Anvikar AR, Rana R, Bharti RS, Sonal GS, Dhariwal AC, Valecha N",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=25052385,Declining efficacy of artesunate plus sulphadoxine-pyrimethamine in northeastern India.,NA,25052385,dhfr 108N,100,100,NA,NA,100
India,Asia,21.81,80.18,NA,NA,NA,2012,NA,824,1,"Balaghat and Anuppur, India",2012,2012,dhfr 108N,85,85,85,"Sweta Mishra, Praveen K. Bharti, Man M. Shukla, Nazia A. Ali, Sher S. Kashyotia, Avdhesh Kumar, Akshay C. Dhariwal and Neeru Singh",2017,https://doi.org/10.1080/20477724.2017.1331875,"Clinical and molecular monitoring of Plasmodium falciparum resistance to antimalarial drug (artesunate+sulphadoxine-pyrimethamine) in two highly malarious district of Madhya Pradesh, Central India from 2012-2014.",NA,28549390,dhfr 108N,100,100,NA,NA,100
India,Asia,18.52,73.86,NA,NA,NA,2012,NA,814,1,Pune,2012,2012,dhfr 108N,63,42,42,"Aarti Ozarkar, Abhishek Kanyal, Swati Dass, Prakash Deshpande, Deepti Deobagkar, Krishanpal Karmodiya",2021,https://www.ias.ac.in/article/fulltext/jbsc/046//0077,"Analysis of drug resistance marker genes of Plasmodium falciparum after implementation of artemisinin-based combination therapy in Pune district, India.",NA,34344849,dhfr 108N,67,67,NA,NA,66.66666666666666
India,Asia,22.21,84.75,NA,NA,NA,2012,NA,821,1,Rourkela,2012,2012,dhfr 108N,55,35,39,"Divya Sharma , Manila Lather , Cherry L Dykes , Amita S Dang , Tridibes Adak , Om P Singh",2016,DOI: 10.1007/s00436-015-4750-2,Disagreement in genotyping results of drug resistance alleles of the Plasmodium falciparum dihydrofolate reductase (Pfdhfr) gene by allele-specific PCR (ASPCR) assays and Sanger sequencing.,DNA sequencing results,26407876,dhfr 108N,64,71,NA,NA,63.63636363636363
India,Asia,21.81,80.18,NA,NA,NA,2013,NA,824,2,"Balaghat and Anuppur, India",2013,2013,dhfr 108N,67,50,50,"Sweta Mishra, Praveen K. Bharti, Man M. Shukla, Nazia A. Ali, Sher S. Kashyotia, Avdhesh Kumar, Akshay C. Dhariwal and Neeru Singh",2017,https://doi.org/10.1080/20477724.2017.1331875,"Clinical and molecular monitoring of Plasmodium falciparum resistance to antimalarial drug (artesunate+sulphadoxine-pyrimethamine) in two highly malarious district of Madhya Pradesh, Central India from 2012-2014.",NA,28549390,dhfr 108N,100,100,NA,NA,74.6268656716418
India,Asia,28.19,94.17,NA,NA,NA,2013,NA,609,1,Arunachal Pradesh,2013,2013,dhfr 108N,75,75,75,"Sarmah NP, Sarma K, Bhattacharyya DR, Sultan AA, Bansal D, Singh N, Bharti PK, Sehgal R, Mohapatra PK, Parida P, Mahanta J",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=29229871,Antifolate drug resistance: Novel mutations and haplotype distribution in dhps and dhfr from Northeast India.,NA,29229871,dhfr 108N,100,100,NA,NA,100
India,Asia,21.81,80.18,NA,NA,NA,2014,NA,824,3,"Balaghat and Anuppur, India",2014,2014,dhfr 108N,80,5,5,"Sweta Mishra, Praveen K. Bharti, Man M. Shukla, Nazia A. Ali, Sher S. Kashyotia, Avdhesh Kumar, Akshay C. Dhariwal and Neeru Singh",2017,https://doi.org/10.1080/20477724.2017.1331875,"Clinical and molecular monitoring of Plasmodium falciparum resistance to antimalarial drug (artesunate+sulphadoxine-pyrimethamine) in two highly malarious district of Madhya Pradesh, Central India from 2012-2014.",NA,28549390,dhfr 108N,100,100,NA,NA,6.25
India,Asia,19.49,83.18,NA,NA,NA,2018,NA,825,3,"Kerpai, Orissa",2018,2018,dhfr 108N,100,11,11,"Mary Dias, George D<92>Souza, Aquinas Edassery, Mehul Dhorda",2022,WWARN / St John<92>s Research Institute / Swasthya Swaraj,"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",NA,99999999,dhfr 108N,14,14,NA,NA,11
India,Asia,20.15,83.06,NA,NA,NA,2018,NA,825,1,"Kaniguma, Orissa",2018,2018,dhfr 108N,77,9,9,"Mary Dias, George D<92>Souza, Aquinas Edassery, Mehul Dhorda",2022,WWARN / St John<92>s Research Institute / Swasthya Swaraj,"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",NA,99999999,dhfr 108N,16,16,NA,NA,11.688311688311687
India,Asia,20.15,83.06,NA,NA,NA,2019,NA,825,2,"Kaniguma, Orissa",2019,2019,dhfr 108N,174,27,27,"Mary Dias, George D<92>Souza, Aquinas Edassery, Mehul Dhorda",2022,WWARN / St John<92>s Research Institute / Swasthya Swaraj,"Prevalence of molecular markers of antimalarial drug resistance in Plasmodium falciparum isolates collected from two villages in Kalahandi district, Odisha, India",NA,99999999,dhfr 108N,16,16,NA,NA,15.517241379310343
Kenya,East Africa,-0.18,34.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2001,0.6526237726211548,22096496,2,Asembo,2001,2001,dhfr 108N,242,242,242,"Monica Shah, Simon Kariuki, Jodi Vanden Eng, Anna J. Blackstock, Kimberly Garner, Wangeci Gatei, John E. Gimnig, Kim Lindblade, Dianne Terlouw, Feiko ter Kuile, William A. Hawley, Penelope Phillips-Howard, Bernard Nahlen, Edward Walker, Mary J. Hamel, Laurence Slutsker, Ya Ping Shi",2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3214025&tool=pmcentrez&rendertype=abstract,Effect of transmission reduction by insecticide-treated bednets (ITNs) on antimalarial drug resistance in western Kenya.,Post ITN intervention prevalence,22096496,dhfr 108N,100,100,I,65.26237726211548,100
Kenya,East Africa,0.28,34.75,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2003,0.6080369353294373,614,5,Kakamega,2003,2003,dhfr 108N,53,53,53,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, Tomás-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",asymptomatic,29363453,dhfr 108N,100,100,NA,60.803693532943726,100
Kenya,East Africa,-0.04,34.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.298454612493515,614,2,Kombewa,2005,2005,dhfr 108N,73,73,73,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, Tomás-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",asymptomatic,29363453,dhfr 108N,100,100,NA,29.8454612493515,100
Kenya,East Africa,0.28,34.75,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2005,0.19982437789440155,614,6,Kakamega,2005,2005,dhfr 108N,109,109,109,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, Tomás-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",asymptomatic,29363453,dhfr 108N,100,100,NA,19.982437789440155,100
Kenya,East Africa,-3.63,39.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2006,0.04968307167291641,386,6,Kilifi,2006,2007,dhfr 108N,51,51,51,Okombo J,2014,http://www.ncbi.nlm.nih.gov/pubmed/25516825,Temporal trends in prevalence of Plasmodium falciparum drug resistance alleles over two decades of changing antimalarial policy in coastal Kenya,Mixed infections excluded,25516825,dhfr 108N,100,100,E,4.968307167291641,100
Kenya,East Africa,-0.04,34.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2008,0.17354853451251984,614,3,Kombewa,2008,2008,dhfr 108N,194,164,164,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, Tomás-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",asymptomatic,29363453,dhfr 108N,100,100,NA,17.354853451251984,84.5360824742268
Kenya,East Africa,0.28,34.75,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2008,0.0693601742386818,614,7,Kakamega,2008,2008,dhfr 108N,82,77,77,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, Tomás-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",asymptomatic,29363453,dhfr 108N,100,100,NA,6.936017423868179,93.90243902439023
Kenya,East Africa,0.06,34.28,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.4541771709918976,453,1,Siaya and Bondo District Hospitals,2010,2013,dhfr 108N,201,201,201,"Lucchi NW, Okoth SA, Komino F, Onyona P, Goldman IF, Ljolje D, Shi YP, Barnwell JW, Udhayakumar V, Kariuki S",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=25896703,Increasing prevalence of a novel triple-mutant dihydropteroate synthase genotype in Plasmodium falciparum in western Kenya.,NA,25896703,dhfr 108N,100,100,NA,45.41771709918976,100
Kenya,East Africa,-3.22,40.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2012,0.007319991942495108,459,17,Malindi,2012,2012,dhfr 108N,52,20,20,"Juma DW, Omondi AA, Ingasia L, Opot B, Cheruiyot A, Yeda R, Okudo C, Cheruiyot J, Muiruri P, Ngalah B, Chebon LJ, Eyase F, Johnson J, Bulimo WD, Akala HM, Andagalu B, Kamau E",2014,http://www.ncbi.nlm.nih.gov/pubmed/?term=24989984,Trends in drug resistance codons in Plasmodium falciparum dihydrofolate reductase and dihydropteroate synthase genes in Kenyan parasites from 2008 to 2012.,NA,24989984,dhfr 108N,100,100,NA,0.7319991942495108,38.46153846153847
Kenya,East Africa,-3.63,39.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2012,0.025442110374569893,386,7,Kilifi,2012,2013,dhfr 108N,52,52,52,Okombo J,2014,http://www.ncbi.nlm.nih.gov/pubmed/25516825,Temporal trends in prevalence of Plasmodium falciparum drug resistance alleles over two decades of changing antimalarial policy in coastal Kenya,Mixed infections excluded,25516825,dhfr 108N,100,100,E,2.5442110374569893,100
Kenya,East Africa,-0.04,34.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2015,0.19115862250328064,614,4,Kombewa,2015,2015,dhfr 108N,90,90,90,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, Tomás-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",asymptomatic,29363453,dhfr 108N,100,100,NA,19.115862250328064,100
Kenya,East Africa,-0.11,34.89,NA,NA,NA,1992,NA,744,1,Western Kenya,1992,1999,dhfr 108N,145,0,0,"McCollum AM, Schneider KA, Griffing SM, Zhou Z, Kariuki S, Ter-Kuile F, Shi YP, Slutsker L, Lal AA, Udhayakumar V, Escalante AA.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22439637,Differences in selective pressure on dhps and dhfr drug resistant mutations in western Kenya.,NA,22439637,dhfr 108N,1,1,NA,NA,0
Kenya,East Africa,-0.11,34.89,NA,NA,NA,1992,NA,744,2,Western Kenya,1992,1999,dhfr 108N,205,3,3,"McCollum AM, Schneider KA, Griffing SM, Zhou Z, Kariuki S, Ter-Kuile F, Shi YP, Slutsker L, Lal AA, Udhayakumar V, Escalante AA.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22439637,Differences in selective pressure on dhps and dhfr drug resistant mutations in western Kenya.,NA,22439637,dhfr 108N,1,1,I,NA,1.4634146341463417
Kenya,East Africa,-3.63,39.85,NA,NA,NA,1995,NA,386,4,Kilifi,1995,1995,dhfr 108N,75,59,59,Okombo J,2014,http://www.ncbi.nlm.nih.gov/pubmed/25516825,Temporal trends in prevalence of Plasmodium falciparum drug resistance alleles over two decades of changing antimalarial policy in coastal Kenya,Mixed infections excluded,25516825,dhfr 108N,100,100,E,NA,78.66666666666666
Kenya,East Africa,-0.08,34.75,NA,NA,NA,1996,NA,743,1,Nyanza,1996,2000,dhfr 108N,180,176,176,"Iriemenam NC, Shah M, Gatei W, van Eijk AM, Ayisi J, Kariuki S, Vanden Eng J, Owino SO, Lal AA, Omosun YO, Otieno K, Desai M, ter Kuile FO, Nahlen B, Moore J, Hamel MJ, Ouma P, Slutsker L, Shi YP.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22540158,Temporal trends of sulphadoxine-pyrimethamine (SP) drug-resistance molecular markers in Plasmodium falciparum parasites from pregnant women in western Kenya.,NA,22540158,dhfr 108N,100,100,NA,NA,97.77777777777776
Kenya,East Africa,-3.63,39.85,NA,NA,NA,1999,NA,386,5,Kilifi,1999,2000,dhfr 108N,62,51,51,Okombo J,2014,http://www.ncbi.nlm.nih.gov/pubmed/25516825,Temporal trends in prevalence of Plasmodium falciparum drug resistance alleles over two decades of changing antimalarial policy in coastal Kenya,Mixed infections excluded,25516825,dhfr 108N,100,100,E,NA,82.25806451612904
Kenya,East Africa,-0.08,34.75,NA,NA,NA,2002,NA,743,2,Nyanza,2002,2008,dhfr 108N,176,176,176,"Iriemenam NC, Shah M, Gatei W, van Eijk AM, Ayisi J, Kariuki S, Vanden Eng J, Owino SO, Lal AA, Omosun YO, Otieno K, Desai M, ter Kuile FO, Nahlen B, Moore J, Hamel MJ, Ouma P, Slutsker L, Shi YP.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22540158,Temporal trends of sulphadoxine-pyrimethamine (SP) drug-resistance molecular markers in Plasmodium falciparum parasites from pregnant women in western Kenya.,NA,22540158,dhfr 108N,100,100,NA,NA,100
Kenya,East Africa,-0.08,34.75,NA,NA,NA,2008,NA,743,3,Nyanza,2008,2009,dhfr 108N,133,133,133,"Iriemenam NC, Shah M, Gatei W, van Eijk AM, Ayisi J, Kariuki S, Vanden Eng J, Owino SO, Lal AA, Omosun YO, Otieno K, Desai M, ter Kuile FO, Nahlen B, Moore J, Hamel MJ, Ouma P, Slutsker L, Shi YP.",2012,https://www.ncbi.nlm.nih.gov/pubmed/?term=22540158,Temporal trends of sulphadoxine-pyrimethamine (SP) drug-resistance molecular markers in Plasmodium falciparum parasites from pregnant women in western Kenya.,NA,22540158,dhfr 108N,100,100,NA,NA,100
Malawi,Southern Africa,-16.02,34.83,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.16472592949867249,555,1,"Chikwawa, Zomba",2010,2012,dhfr 108N,220,220,220,"Ravenhall M, Benavente ED, Mipando M, Jensen AT, Sutherland CJ, Roper C, Sep<fa>lveda N, Kwiatkowski DP, Montgomery J, Phiri KS, Terlouw A, Craig A, Campino S, Ocholla H, Clark TG",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27899115,Characterizing the impact of sustained sulfadoxine/pyrimethamine use upon the Plasmodium falciparum population in Malawi.,Whole genome sequencing,27899115,dhfr 108N,100,100,NA,16.47259294986725,100
Malawi,Southern Africa,-15.77,35.04,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2012,0.13699881732463837,441,1,Ndirande,2012,2012,dhfr 108N,539,537,537,"Artimovich E, Kapito-Tembo A, Pensulo P, Nyirenda O, Brown S, Joshi S, Taylor TE, Mathanga D, Escalante AA, Laufer MK, Takala-Harrison S",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26437774,The effect of local variation in malaria transmission on the prevalence of sulfadoxine-pyrimethamine resistant haplotypes and selective sweep characteristics in Malawi.,Cross-sectional study,26437774,dhfr 108N,100,100,NA,13.699881732463837,99.62894248608536
Malawi,Southern Africa,-14.22,35.39,NA,NA,NA,2003,NA,531,1,Lungwena,2003,2006,dhfr 108N,88,88,88,"Lin JT, Mbewe B, Taylor SM, Luntamo M, Meshnick SR, Ashorn P",2013,http://www.ncbi.nlm.nih.gov/pubmed/?term=23198734,Increased prevalence of dhfr and dhps mutants at delivery in Malawian pregnant women receiving intermittent preventive treatment for malaria.,NA,23198734,dhfr 108N,100,100,NA,NA,100
Malawi,Southern Africa,-15.06,35.23,NA,NA,NA,2010,NA,537,1,Liwonde,2010,2011,dhfr 108N,214,211,211,"Gutman J, Mwandama D, Wiegand RE, Abdallah J, Iriemenam NC, Shi YP, Mathanga DP, Skarbinski J",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=25962439,"In vivo efficacy of sulphadoxine-pyrimethamine for the treatment of asymptomatic parasitaemia in pregnant women in Machinga District, Malawi.",Baseline samples from study with pregnant women treated with SP,25962439,dhfr 108N,99,99,NA,NA,98.5981308411215
Malawi,Southern Africa,-16.07,35.13,NA,NA,NA,2012,NA,441,1,Thyolo,2012,2012,dhfr 108N,726,711,711,"Artimovich E, Kapito-Tembo A, Pensulo P, Nyirenda O, Brown S, Joshi S, Taylor TE, Mathanga D, Escalante AA, Laufer MK, Takala-Harrison S",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26437774,The effect of local variation in malaria transmission on the prevalence of sulfadoxine-pyrimethamine resistant haplotypes and selective sweep characteristics in Malawi.,Cross-sectional survey,26437774,dhfr 108N,98,98,NA,NA,97.93388429752066
Malawi,Southern Africa,-16.03,34.76,NA,NA,NA,2012,NA,441,1,Chikwawa,2012,2012,dhfr 108N,660,656,656,"Artimovich E, Kapito-Tembo A, Pensulo P, Nyirenda O, Brown S, Joshi S, Taylor TE, Mathanga D, Escalante AA, Laufer MK, Takala-Harrison S",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=26437774,The effect of local variation in malaria transmission on the prevalence of sulfadoxine-pyrimethamine resistant haplotypes and selective sweep characteristics in Malawi.,Cross-sectional study,26437774,dhfr 108N,99,99,NA,NA,99.3939393939394
Mali,West Africa,12.38,-5.46,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2012,0.4377366900444031,500,1,Koutiala,2012,2012,dhfr 108N,191,176,176,"Maiga H, Lasry E, Diarra M, Sagara I, Bamadio A, Traore A, Coumare S, Bahonan S, Sangare B, Dicko Y, Diallo N, Tembely A, Traore D, Niangaly H, Dao F, Haidara A, Dicko A, Doumbo OK, Djimde AA",NA,http://www.ncbi.nlm.nih.gov/pubmed/?term=27662368,Seasonal Malaria Chemoprevention with Sulphadoxine-Pyrimethamine and Amodiaquine Selects Pfdhfr-dhps Quintuple Mutant Genotype in Mali.,NA,27662368,dhfr 108N,92,92,I,43.77366900444031,92.14659685863874
Mali,West Africa,13.81,-10.83,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2014,0.3585107922554016,572,2,Bafoulabe,2014,2014,dhfr 108N,58,53,53,"Diawara F, Steinhardt LC, Mahamar A, Traore T, Kone DT, Diawara H, Kamate B, Kone D, Diallo M, Sadou A, Mihigo J, Sagara I, Djimde AA, Eckert E, Dicko A",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28797263,"Measuring the impact of seasonal malaria chemoprevention as part of routine malaria control in Kita, Mali.",NA,28797263,dhfr 108N,91,91,NA,35.85107922554016,91.3793103448276
Mali,West Africa,12.38,-5.46,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2014,0.3716340959072113,500,2,Koutiala,2014,2014,dhfr 108N,177,144,144,"Maiga H, Lasry E, Diarra M, Sagara I, Bamadio A, Traore A, Coumare S, Bahonan S, Sangare B, Dicko Y, Diallo N, Tembely A, Traore D, Niangaly H, Dao F, Haidara A, Dicko A, Doumbo OK, Djimde AA",NA,http://www.ncbi.nlm.nih.gov/pubmed/?term=27662368,Seasonal Malaria Chemoprevention with Sulphadoxine-Pyrimethamine and Amodiaquine Selects Pfdhfr-dhps Quintuple Mutant Genotype in Mali.,NA,27662368,dhfr 108N,92,92,I,37.16340959072113,81.35593220338984
Mali,West Africa,13.29,-4.9,NA,NA,NA,2009,NA,585,1,San,2009,2010,dhfr 108N,130,50,50,"Desai M, Gutman J, Taylor SM, Wiegand RE, Khairallah C, Kayentao K, Ouma P, Coulibaly SO, Kalilani L, Mace KE, Arinaitwe E, Mathanga DP, Doumbo O, Otieno K, Edgar D, Chaluluka E, Kamuliwo M, Ades V, Skarbinski J, Shi YP, Magnussen P, Meshnick S, Ter Kuile FO",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=26486699,Impact of Sulfadoxine-Pyrimethamine Resistance on Effectiveness of Intermittent Preventive Therapy for Malaria in Pregnancy at Clearing Infections and Preventing Low Birth Weight.,Pooled samples.,26486699,dhfr 108N,38,38,I,NA,38.46153846153847
Mauritania,West Africa,16.66,-9.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2010,0.03889230266213417,564,1,Ayoun el Atrous,2010,2010,dhfr 108N,53,10,17,"Ould Ahmedou Salem MS, Mint Lekweiry K, Bouchiba H, Pascual A, Pradines B, Ould Mohamed Salem Boukhary A, Briolant S, Basco LK, Bogreau H",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28381273,"Characterization of Plasmodium falciparum genes associated with drug resistance in Hodh Elgharbi, a malaria hotspot near Malian-Mauritanian border.",NA,28381273,dhfr 108N,19,32,NA,3.889230266213417,18.867924528301888
