country,year,CQ,data type,Region,lat,long,displayName,layerName,layerTitle,value,study Id,site number,site,study start,study end,marker type,tested,present,Mixed present,author,publication year,publication URL,title,notes,pubmed Id,drug,marker group,percentage,included or excluded,PR,Prev_DR,CQ_use
Mozambique,2003,0.041795754,DHS,Southern Africa,-25.97,32.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.3936794698238373,17033142,11,NA,1998,2003,pfcrt 76T,4,2,2,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,50,NA,39.36794698238373,50,4.1795754
Mozambique,2008,0.006400602,MICS,Southern Africa,-23.02,32.72,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.3564983904361725,22022487,3,Gaza Province,2008,2008,pfcrt 76T,419,319,319,"Jaishree Raman, Katya Mauff, Pedro Muianga, Abdul Mussa, Rajendra Maharaj, Karen I. Barnes",2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3195082&tool=pmcentrez&rendertype=abstract,Multicentre study,22022487,"Five years of antimalarial resistance marker surveillance in Gaza Province, Mozambique, following artemisinin-based combination therapy roll out.",Amodiaquine,pfcrt 76T,96,I,35.64983904361725,76.13365155131265,0.6400602
Mozambique,2015,0.001111562,DHS,Southern Africa,-25.4,32.8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.048056569,566,1,Manhica,2015,2015,pfcrt 76T,108,1,5,"Galatas B, Nhamussua L, Candrinho B, Mabote L, Cisteró P, Gupta H, Rabinovich R, Menéndez C, Macete E, Saute F, Mayor A, Alonso P, Bassat Q, Aide P",2017,http://www.ncbi.nlm.nih.gov/pubmed/?term=28465550,NA,28465550,"In-Vivo Efficacy of Chloroquine to Clear Asymptomatic Infections in Mozambican Adults: A Randomized, Placebo-controlled Trial with Implications for Elimination Strategies.",Amodiaquine,pfcrt 76T,5,NA,4.805656895041466,0.9259259259259258,0.1111562
Mozambique,2015,0.001111562,DHS,Southern Africa,-25.97,32.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.080402367,423,9,Maputo,2012,2015,pfcrt 76T,10,1,1,"Zhou RM, Zhang HW, Yang CY, Liu Y, Zhao YL, Li SH, Qian D, Xu BL",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27160572,from travelers,27160572,Molecular mutation profile of pfcrt in Plasmodium falciparum isolates imported from Africa in Henan province.,Amodiaquine,pfcrt 76T,10,NA,8.040236681699753,10,0.1111562
Niger,2006,0.289234243,DHS,West Africa,13.52,2.11,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.2004232108592987,20439955,15,NA,2006,2006,pfcrt 76T,2,2,2,Andriantsoanirina V,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2861372&tool=pmcentrez&rendertype=abstract,"In vitro data_x000d_
Travellers",20439955,Association of microsatellite variations of Plasmodium falciparum Na+/H+ exchanger (Pfnhe-1) gene with reduced in vitro susceptibility to quinine: lack of confirmation in clinical isolates from Africa.,Amodiaquine,pfcrt 76T,100,NA,20.04232108592987,100,28.9234243
Nigeria,2003,0.341073033,DHS,West Africa,9.07,7.48,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.4989672005176544,16154388,3,NA,1998,2003,pfcrt 76T,15,11,11,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,73,E,49.89672005176544,73.33333333333333,34.107303300000005
Nigeria,2003,0.341073033,DHS,West Africa,9.07,7.48,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.4989672005176544,17033142,3,NA,1998,2003,pfcrt 76T,15,11,11,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,73,NA,49.89672005176544,73.33333333333333,34.107303300000005
Nigeria,2007,0.302476966,MICS,West Africa,8.49,8.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.4406832754611969,21120702,2,Lafia,2006,2007,pfcrt 76T,75,70,71,Ojurongbe O,2010,http://www.ncbi.nlm.nih.gov/pubmed/21120702,NA,21120702,Molecular surveillance of drug-resistant Plasmodium falciparum in two distinct geographical areas of Nigeria.,Amodiaquine,pfcrt 76T,95,NA,44.06832754611969,93.33333333333331,30.2476966
Nigeria,2007,0.302476966,MICS,West Africa,7.77,4.56,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.3585472106933594,21120702,1,Osogbo,2006,2007,pfcrt 76T,81,70,73,Ojurongbe O,2010,http://www.ncbi.nlm.nih.gov/pubmed/21120702,NA,21120702,Molecular surveillance of drug-resistant Plasmodium falciparum in two distinct geographical areas of Nigeria.,Amodiaquine,pfcrt 76T,90,NA,35.85472106933594,86.41975308641975,30.2476966
Nigeria,2008,0.185407374,DHS,West Africa,6.52,3.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.067566678,25928117,1,Lagos,2007,2008,pfcrt 76T,119,109,114,Oladipo OO,2015,http://www.ncbi.nlm.nih.gov/pubmed/25928117,NA,25928117,"Persistence of chloroquine-resistant haplotypes of Plasmodium falcipum in children with uncomplicated Malaria in Lagos, Nigeria, four years after change of chloroquine as first-line antimalarial medicine.",Amodiaquine,pfcrt 76T,96,NA,6.756667792797089,91.59663866,18.5407374
Nigeria,2010,0.272340746,DHS,West Africa,11.82,13.15,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.16506028175354004,596,1,Maiduguri,2010,2010,pfcrt 76T,56,3,3,"Balogun ST, Sandabe UK, Bdliya DN, Adedeji WA, Okon KO, Fehintola FA",2015,http://www.ncbi.nlm.nih.gov/pubmed/?term=27031449,asymptomatic,27031449,Asymptomatic falciparum malaria and genetic polymorphisms of Pfcrt K76T and Pfmdr1 N86Y among almajirai in northeast Nigeria.,Amodiaquine,pfcrt 76T,5,NA,16.506028175354004,5.357142857142857,27.234074600000003
Nigeria,2015,0.091666469,DHS,West Africa,9.05,7.25,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.16904200613498688,423,18,Abuja,2012,2015,pfcrt 76T,74,31,31,"Zhou RM, Zhang HW, Yang CY, Liu Y, Zhao YL, Li SH, Qian D, Xu BL",2016,http://www.ncbi.nlm.nih.gov/pubmed/?term=27160572,from travelers,27160572,Molecular mutation profile of pfcrt in Plasmodium falciparum isolates imported from Africa in Henan province.,Amodiaquine,pfcrt 76T,42,NA,16.904200613498688,41.891891891891895,9.1666469
Papua New Guinea,2016,0.00532384,DHS,Oceania,-3.58,143.65,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.051045238971710205,708,1,Wewak District,2016,2016,pfcrt 76T,108,106,106,"Sekihara M, Tachibana SI, Yamauchi M, Yatsushiro S, Tiwara S, Fukuda N, Ikeda M, Mori T, Hirai M, Hombhanje F, Mita T.",2018,https://www.ncbi.nlm.nih.gov/pubmed/30477515,NA,30477515,Lack of significant recovery of chloroquine sensitivity in Plasmodium falciparum parasites following discontinuance of chloroquine use in Papua New Guinea.,Amodiaquine,pfcrt 76T,98,NA,5.1045238971710205,98.14814814814817,0.532384
Senegal,2000,0.613333446,MICS,West Africa,14.75,-17.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.15765909850597382,22706959,1,Pikine,2000,2000,pfcrt 76T,34,28,28,Ly O,2012,http://www.ncbi.nlm.nih.gov/pubmed/22706959,In vitro data,22706959,"Evolution of the pfcrt T76 and pfmdr1 Y86 markers and chloroquine susceptibility 8 years after cessation of chloroquine use in Pikine, Senegal.",Amodiaquine,pfcrt 76T,82,NA,15.765909850597382,82.35294117647058,61.3333446
Senegal,2000,0.613333446,MICS,West Africa,14.75,-17.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.15765909850597382,12201579,0,Pikine,2000,2000,pfcrt 76T,43,33,34,Thomas SM,2002,http://www.ncbi.nlm.nih.gov/pubmed/12201579,In vitro data available,12201579,In vitro chloroquine susceptibility and PCR analysis of pfcrt and pfmdr1 polymorphisms in Plasmodium falciparum isolates from Senegal.,Amodiaquine,pfcrt 76T,79,NA,15.765909850597382,76.74418604651163,61.3333446
Senegal,2005,0.169274323,DHS,West Africa,14.75,-17.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.027869854122400284,22706959,6,Pikine,2005,2005,pfcrt 76T,98,32,32,Ly O,2012,http://www.ncbi.nlm.nih.gov/pubmed/22706959,NA,22706959,"Evolution of the pfcrt T76 and pfmdr1 Y86 markers and chloroquine susceptibility 8 years after cessation of chloroquine use in Pikine, Senegal.",Amodiaquine,pfcrt 76T,82,NA,2.7869854122400284,32.65306122,16.9274323
Senegal,2005,0.169274323,DHS,West Africa,14.76,-17.37,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.026356937363743782,20439955,16,NA,2005,2005,pfcrt 76T,2,1,1,Andriantsoanirina V,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2861372&tool=pmcentrez&rendertype=abstract,"In vitro data_x000d_
Travellers",20439955,Association of microsatellite variations of Plasmodium falciparum Na+/H+ exchanger (Pfnhe-1) gene with reduced in vitro susceptibility to quinine: lack of confirmation in clinical isolates from Africa.,Amodiaquine,pfcrt 76T,50,NA,2.635693736374378,50,16.9274323
Senegal,2006,0.064448121,DHS,West Africa,14.75,-17.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.035097878,22706959,7,Pikine,2006,2006,pfcrt 76T,82,48,48,Ly O,2012,http://www.ncbi.nlm.nih.gov/pubmed/22706959,NA,22706959,"Evolution of the pfcrt T76 and pfmdr1 Y86 markers and chloroquine susceptibility 8 years after cessation of chloroquine use in Pikine, Senegal.",Amodiaquine,pfcrt 76T,82,NA,3.509787843,58.536585365853654,6.4448121
Senegal,2008,0.013653281,DHS,West Africa,14.42,-16.97,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.030797634,23617576,1,"Mbour, Bambey, Fatick",2008,2008,pfcrt 76T,35,8,8,Lo AC,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3652725&tool=pmcentrez&rendertype=abstract,Article also contains prevalence after season,23617576,Prevalence of molecular markers of drug resistance in an area of seasonal malaria chemoprevention in children in Senegal.,Amodiaquine,pfcrt 76T,40,NA,3.079763427376747,22.857142857142858,1.3653281
Sudan,2000,0.987842586,MICS,East Africa,16.09,30.09,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.036607653,15031793,6,Asar,2000,2000,pfcrt 76T,38,36,36,Abdel-Muhsin AMA,2004,http://www.ncbi.nlm.nih.gov/pubmed/15031793,NA,15031793,Evolution of drug-resistance genes in Plasmodium falciparum in an area of seasonal malaria transmission in Eastern Sudan.,Amodiaquine,pfcrt 76T,95,NA,3.660765290260315,94.73684210526316,98.7842586
Suriname,2006,0.019121039,MICS,South America,5.85,-55.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,17609321,2,NA,2004,2006,pfcrt 76T,76,76,76,Keen J,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2045286&tool=pmcentrez&rendertype=abstract,NA,17609321,Real-time PCR assay for rapid detection and analysis of PfCRT haplotypes of chloroquine-resistant Plasmodium falciparum isolates from India.,Amodiaquine,pfcrt 76T,100,NA,0,100,1.9121039
Suriname,2006,0.019121039,MICS,South America,2.03,-56.13,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.1360301822423935,23836573,1,"Sipaliwini, Brokopondo",2005,2006,pfcrt 76T,40,40,40,Adhin MR,2013,http://www.ncbi.nlm.nih.gov/pubmed/23836573,NA,23836573,Molecular surveillance as monitoring tool for drug-resistant Plasmodium falciparum in Suriname.,Amodiaquine,pfcrt 76T,100,NA,13.60301822423935,100,1.9121039
Tanzania,2004,0.017386842,DHS,East Africa,-5.18,38.79,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.5323069095611572,17194834,0,Muheza,2002,2004,pfcrt 76T,236,203,231,Humphreys GS,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1803116&tool=pmcentrez&rendertype=abstract,"Clinical AQ, AQ+SP, ASAQ, AL data and post-tr",17194834,Amodiaquine and artemether-lumefantrine select distinct alleles of the Plasmodium falciparum mdr1 gene in Tanzanian children treated for uncomplicated malaria.,Amodiaquine,pfcrt 76T,98,NA,53.23069095611572,86.01694915254238,1.7386842
Tanzania,2004,0.017386842,DHS,East Africa,-6.31,34.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.16933457553386688,16703518,4,Kwamasimba,2004,2004,pfcrt 76T,40,22,37,Alifrangis M,2006,http://www.ncbi.nlm.nih.gov/pubmed/16703518,NA,16703518,Occurrence of the Southeast Asian/South American SVMNT haplotype of the chloroquine-resistance transporter gene in Plasmodium falciparum in Tanzania.,Amodiaquine,pfcrt 76T,98,NA,16.93345755338669,55.00000000000001,1.7386842
Tanzania,2004,0.017386842,DHS,East Africa,-6.4,38.67,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.48223215341567993,19210165,0,Fukayosi,2004,2004,pfcrt 76T,102,53,53,Sisowath C,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2718568&tool=pmcentrez&rendertype=abstract,Clinical data AL. Post-treatment genotypes av,19210165,In vivo selection of Plasmodium falciparum parasites carrying the chloroquine-susceptible pfcrt K76 allele after treatment with artemether-lumefantrine in Africa.,Amodiaquine,pfcrt 76T,52,NA,48.22321534156799,51.96078431,1.7386842
Tanzania,2004,0.017386842,DHS,East Africa,-5.02,32.8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.15405133366584778,16703518,2,Mkokola,2004,2004,pfcrt 76T,123,80,120,Alifrangis M,2006,http://www.ncbi.nlm.nih.gov/pubmed/16703518,NA,16703518,Occurrence of the Southeast Asian/South American SVMNT haplotype of the chloroquine-resistance transporter gene in Plasmodium falciparum in Tanzania.,Amodiaquine,pfcrt 76T,98,NA,15.405133366584778,65.04065040650406,1.7386842
Tanzania,2004,0.017386842,DHS,East Africa,-5.02,32.8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.15405133366584778,19346369,2,"Mkokola, Kwamasimba",2004,2004,pfcrt 76T,163,103,158,Alifrangis M,2009,http://www.ajtmh.org/content/80/4/523.long,NA,19346369,"Five-year surveillance of molecular markers of Plasmodium falciparum antimalarial drug resistance in Korogwe District, Tanzania: accumulation of the 581G mutation in the P. falciparum dihydropteroate synthase gene.",Amodiaquine,pfcrt 76T,97,NA,15.405133366584778,63.190184049079754,1.7386842
Tanzania,2007,0.004720408,DHS,East Africa,-6.78,38.99,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.13434991240501404,21410954,0,Kibaha District,2007,2007,pfcrt 76T,232,39,80,Ngasala B,2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3065443&tool=pmcentrez&rendertype=abstract,Clinical AL data and post-treatment genotypes,21410954,Effectiveness of artemether-lumefantrine provided by community health workers in under-five children with uncomplicated malaria in rural Tanzania: an open label prospective study.,Amodiaquine,pfcrt 76T,34,NA,13.434991240501404,16.810344827586206,0.4720408
Tanzania,2007,0.004720408,DHS,East Africa,-9.73,33.87,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.12787358462810516,19624477,1,Kaporo,2007,2007,pfcrt 76T,183,16,16,Bridges DJ,2009,http://www.ncbi.nlm.nih.gov/pubmed/19624477,NA,19624477,Low level genotypic chloroquine resistance near Malawi's northern border with Tanzania.,Amodiaquine,pfcrt 76T,9,I,12.787358462810516,8.743169398907105,0.4720408
Tanzania,2007,0.004720408,DHS,East Africa,-5.02,32.8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.086194925,19346369,4,"Mkokola, Kwamasimba",2007,2007,pfcrt 76T,73,36,60,Alifrangis M,2009,http://www.ajtmh.org/content/80/4/523.long,NA,19346369,"Five-year surveillance of molecular markers of Plasmodium falciparum antimalarial drug resistance in Korogwe District, Tanzania: accumulation of the 581G mutation in the P. falciparum dihydropteroate synthase gene.",Amodiaquine,pfcrt 76T,97,NA,8.619492501020432,49.31506849315068,0.4720408
Tanzania,2010,8.81867e-4,DHS,East Africa,-6.4,38.67,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.14013928174972534,23506218,2,Fukayosi,2010,2010,pfcrt 76T,31,6,8,Malmberg M,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3732084&tool=pmcentrez&rendertype=abstract,Studies 1 -3 includes data from previous publ,23506218,"Temporal trends of molecular markers associated with artemether-lumefantrine tolerance/resistance in Bagamoyo district, Tanzania.",Amodiaquine,pfcrt 76T,32,NA,14.013928174972534,19.35483870967742,0.0881867
Tanzania,2010,8.81867e-4,DHS,East Africa,-6.17,39.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.064088561,22966778,0,"Micheweni, North A",2010,2010,pfcrt 76T,117,76,76,Fröberg G,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3468380&tool=pmcentrez&rendertype=abstract,In this publication a mixed infection was con,22966778,Decreased prevalence of Plasmodium falciparum resistance markers to amodiaquine despite its wide scale use as ACT partner drug in Zanzibar.,Amodiaquine,pfcrt 76T,65,I,6.408856064081192,64.95726495726495,0.0881867
Tanzania,2010,8.81867e-4,DHS,East Africa,-6.17,39.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.064088561,23510231,0,"Micheweni, North A",2010,2010,pfcrt 76T,121,70,87,Morris U,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3605315&tool=pmcentrez&rendertype=abstract,Genotype frequencies from Pf DNA extracted fr,23510231,Rapid diagnostic tests for molecular surveillance of Plasmodium falciparum malaria -assessment of DNA extraction methods and field applicability.,Amodiaquine,pfcrt 76T,72,NA,6.408856064081192,57.85123966942148,0.0881867
Tanzania,2010,8.81867e-4,DHS,East Africa,-2.5,32.9,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.10833069682121277,22118982,1,Mwanza,2009,2010,pfcrt 76T,84,34,34,Kamugisha E,2012,http://www.ncbi.nlm.nih.gov/pubmed/22118982,NA,22118982,"Large differences in prevalence of Pfcrt and Pfmdr1 mutations between Mwanza, Tanzania and Iganga, Uganda-a reflection of differences in policies regarding withdrawal of chloroquine?",Amodiaquine,pfcrt 76T,40,NA,10.833069682121277,40.476190476190474,0.0881867
Tanzania,2011,0.002791802,DHS,East Africa,-10.75,39.62,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.15081512928009033,24225406,4,Mtwara (Tandahimba and Mtwara-Urban),2010,2011,pfcrt 76T,71,2,5,Mohammed A,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3830541&tool=pmcentrez&rendertype=abstract,NA,24225406,"Trends in chloroquine resistance marker, Pfcrt-K76T mutation ten years after chloroquine withdrawal in Tanzania.",Amodiaquine,pfcrt 76T,7,NA,15.081512928009031,2.8169014084507045,0.2791802
Tanzania,2011,0.002791802,DHS,East Africa,-7.73,38.94,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.21790975332260132,24225406,5,Coastal Region (Kibiti-Rufiji),2010,2011,pfcrt 76T,139,9,9,Mohammed A,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3830541&tool=pmcentrez&rendertype=abstract,Pregnant women,24225406,"Trends in chloroquine resistance marker, Pfcrt-K76T mutation ten years after chloroquine withdrawal in Tanzania.",Amodiaquine,pfcrt 76T,6,NA,21.790975332260132,6.474820143884892,0.2791802
Tanzania,2011,0.002791802,DHS,East Africa,-6.4,38.67,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.13148397207260132,23506218,3,Fukayosi,2011,2011,pfcrt 76T,123,14,19,Malmberg M,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3732084&tool=pmcentrez&rendertype=abstract,Studies 1 -3 includes data from previous publ,23506218,"Temporal trends of molecular markers associated with artemether-lumefantrine tolerance/resistance in Bagamoyo district, Tanzania.",Amodiaquine,pfcrt 76T,32,NA,13.148397207260132,11.38211382113821,0.2791802
Tanzania,2011,0.002791802,DHS,East Africa,-6.17,39.2,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.061535504,25917493,3,"Micheweni, North A",2011,2011,pfcrt 76T,41,32,38,Morris U,2015,http://www.ncbi.nlm.nih.gov/pubmed/25917493,Asymptomatic,25917493,"Characterising temporal trends in asymptomatic Plasmodium infections and transporter polymorphisms during transition from high to low transmission in Zanzibar, 2005-2013",Amodiaquine,pfcrt 76T,100,NA,6.153550371527672,78.04878048780488,0.2791802
Tanzania,2011,0.002791802,DHS,East Africa,-5.38,38.58,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.11994201689958572,24225406,3,Tanga (Bondo village),2010,2011,pfcrt 76T,116,6,8,Mohammed A,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3830541&tool=pmcentrez&rendertype=abstract,NA,24225406,"Trends in chloroquine resistance marker, Pfcrt-K76T mutation ten years after chloroquine withdrawal in Tanzania.",Amodiaquine,pfcrt 76T,7,NA,11.994201689958572,5.172413793103448,0.2791802
Tanzania,2011,0.002791802,DHS,East Africa,-8.9,33.45,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.016694238409399986,24225406,6,Mbeya (Kyela and Rungwe districts),2010,2011,pfcrt 76T,147,7,11,Mohammed A,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3830541&tool=pmcentrez&rendertype=abstract,NA,24225406,"Trends in chloroquine resistance marker, Pfcrt-K76T mutation ten years after chloroquine withdrawal in Tanzania.",Amodiaquine,pfcrt 76T,7,NA,1.6694238409399986,4.761904761904762,0.2791802
Tanzania,2011,0.002791802,DHS,East Africa,-2.52,32.9,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.094901077,24225406,1,Mwanza (Misungwi district),2010,2011,pfcrt 76T,171,11,21,Mohammed A,2013,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3830541&tool=pmcentrez&rendertype=abstract,NA,24225406,"Trends in chloroquine resistance marker, Pfcrt-K76T mutation ten years after chloroquine withdrawal in Tanzania.",Amodiaquine,pfcrt 76T,12,NA,9.490107744932176,6.432748538011696,0.2791802
Tanzania,2011,0.002791802,DHS,East Africa,-2.41,32.95,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.11752130091190338,22369089,0,Igombe health centre,2010,2011,pfcrt 76T,90,10,10,"Erasmus Kamugisha, Sun Jing, Mercy Minde, Johaness Kataraihya, Gilbert Kongola, Fred Kironde,Göte Swedberg",2012,http://www.malariajournal.com/content/11/1/58,Clinical AL data and post-treatment genotypes,22369089,"Efficacy of artemether-lumefantrine in treatment of malaria among under-fives and prevalence of drug resistance markers in Igombe-Mwanza, north-western Tanzania.",Amodiaquine,pfcrt 76T,11,NA,11.752130091190338,11.11111111111111,0.2791802
