Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Malawi,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2020,55.6,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2019-2020,,,End of fieldwork,,2010-2020,Under 5 years old
Maldives,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2009,86.3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2009,,,End of fieldwork,,2009-2017,Under 5 years old
Maldives,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2017,89,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016-2017,,,End of fieldwork,,2009-2017,Under 5 years old
Maldives,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2009,82.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2009,,,End of fieldwork,,2009-2017,Under 5 years old
Maldives,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2017,82.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016-2017,,,End of fieldwork,,2009-2017,Under 5 years old
Maldives,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2009,84.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2009,,,End of fieldwork,,2009-2017,Under 5 years old
Maldives,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2017,85.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2016-2017,,,End of fieldwork,,2009-2017,Under 5 years old
Mali,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2006,2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006,,,End of fieldwork,,2006-2018,15 to 49 years old
Mali,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2013,10.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012-2013,,,End of fieldwork,,2006-2018,15 to 49 years old
Mali,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2015,18.1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2006-2018,15 to 49 years old
Mali,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2018,26.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2006-2018,15 to 49 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2006,28,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006,,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2010,45.7,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2009-2010,,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2015,80,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,Mali 2015 MICS Final Report - Errata November 2017,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2018,78.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2006,27,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006,,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2010,45.6,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2009-2010,,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2015,78.6,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,Mali 2015 MICS Final Report - Errata November 2017,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2018,79.5,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2006,27,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006,,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2010,45.6,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2009-2010,,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2015,79.3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,Mali 2015 MICS Final Report - Errata November 2017,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2018,79.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2006-2021,Under 5 years old
Mali,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2021,73.4,Units,%,Reported,Free,,,,,,Malaria Indicators Survey 2021 (Key indicators),,,End of fieldwork,,2006-2021,Under 5 years old
Mali,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2013,41.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012-2013,,,End of fieldwork,,2013-2018,Total
Mali,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2015,50,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2013-2018,Total
Mali,Household with insecticide treated net (ITN) and/or indoor residual spraying (IRS) - percentage of households with at least one ITN for every two persons and/or IRS in the past 12 months,Total,2018,54.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2013-2018,Total
Mali,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2006,50,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006,,,End of fieldwork,,2006-2021,Total
Mali,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2010,77.3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2009-2010,,,End of fieldwork,,2006-2021,Total
Mali,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2015,89.3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2006-2021,Total
Mali,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2018,85.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2006-2021,Total
Mali,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2021,90.9,Units,%,Reported,Free,,,,,,2021 MIS,Statcompiler,,End of fieldwork,,2006-2021,Total
Mali,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2006,28.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2006,,,End of fieldwork,,2006-2021,15 to 49 years old
Mali,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2010,54.9,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2009-2010,,,End of fieldwork,,2006-2021,15 to 49 years old
Mali,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2013,73.2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012-2013,,,End of fieldwork,,2006-2021,15 to 49 years old
Mali,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2015,66.2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2006-2021,15 to 49 years old
Mali,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2018,83.7,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2006-2021,15 to 49 years old
Mali,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2021,75.9,Units,%,Reported,Free,,,,,,2021 MIS,Statcompiler,,End of fieldwork,,2006-2021,15 to 49 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2013,14.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012-2013,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2015,9.8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2018,31.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2021,14.8,Units,%,Reported,Free,,,,,,2021 MIS,Statcompiler,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2013,24,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012-2013,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2015,7,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2018,30.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2021,14.7,Units,%,Reported,Free,,,,,,2021 MIS,Statcompiler,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2010,22.4,Units,%,Reported,Free,,,,,,Other 2010,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2013,19,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2012-2013,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2015,8.3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2018,31,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2021,14.8,Units,%,Reported,Free,,,,,,2021 MIS,Statcompiler,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2010,57,Units,%,Reported,Free,,,,,,EIP (Prelim) 2010,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2015,45.2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2018,52.5,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2021,58.5,Units,%,Reported,Free,,,,,,2021 MIS,Statcompiler,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2010,61,Units,%,Reported,Free,,,,,,EIP (Prelim) 2010,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2015,42.8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2018,53.1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2021,61.3,Units,%,Reported,Free,,,,,,2021 MIS,Statcompiler,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2010,58.9,Units,%,Reported,Free,,,,,,EIP (Prelim) 2010,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2015,43.9,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2018,52.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2021,60,Units,%,Reported,Free,,,,,,2021 MIS,Statcompiler,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2010,6.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2009-2010,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2015,12.3,Units,%,Reported,Free,,,,,,EIP (Prelim) 2015,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2021,23.1,Units,%,Reported,Free,,,,,,2021 MIS,Statcompiler,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2010,5.9,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2009-2010,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2015,16,Units,%,Reported,Free,,,,,,EIP (Prelim) 2015,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2021,23.6,Units,%,Reported,Free,,,,,,2021 MIS,Statcompiler,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2010,6.1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2009-2010,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2015,14.2,Units,%,Reported,Free,,,,,,EIP (Prelim) 2015,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2018,16.4,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2018,,,End of fieldwork,,2010-2021,Under 5 years old
Mali,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2021,23.3,Units,%,Reported,Free,,,,,,2021 MIS,Statcompiler,,End of fieldwork,,2010-2021,Under 5 years old
Marshall Islands,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Female,2007,58.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2007,,,End of fieldwork,,2007,Under 5 years old
Marshall Islands,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Male,2007,67.3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2007,,,End of fieldwork,,2007,Under 5 years old
Marshall Islands,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2007,62.8,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2007,,,End of fieldwork,,2007,Under 5 years old
Mauritania,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2011,6.5,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2011-2021,15 to 49 years old
Mauritania,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2015,11.2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2011-2021,15 to 49 years old
Mauritania,IPTp for pregnant women - percentage of women (aged 15-49 years) who received three or more doses of intermittent preventive treatment during antenatal care visits during their last pregnancy,Female,2021,10.1,Units,%,Reported,Free,,,,,,2019-21 Demographic and Health Survey,Statcompiler,,End of fieldwork,,2011-2021,15 to 49 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2004,2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2003-2004,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2011,18,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2015,31.7,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Female,2021,12.6,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2021,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2004,3,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2003-2004,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2011,19.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2015,32.5,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Male,2021,11.2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2021,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2004,2,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2003-2004,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2011,18.7,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2015,32.1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,ITN use by children - percentage of children (under age 5) who slept under an insecticide-treated mosquito net the night prior to the survey,Total,2021,11.9,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2021,,,End of fieldwork,,2004-2021,Under 5 years old
Mauritania,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2004,1,Units,%,Reported,Free,,,,,,Demographic and Health Survey 2003-2004,,,End of fieldwork,,2004-2021,Total
Mauritania,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2007,12,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2007,,,End of fieldwork,,2004-2021,Total
Mauritania,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2011,45.7,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2004-2021,Total
Mauritania,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2015,48.5,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2004-2021,Total
Mauritania,Percentage of households with at least one insecticide-treated mosquito net (ITN),Total,2021,32.2,Units,%,Reported,Free,,,,,,2019-21 Demographic and Health Survey,Statcompiler,,End of fieldwork,,2004-2021,Total
Mauritania,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2011,21.2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2011-2021,15 to 49 years old
Mauritania,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2015,35.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2011-2021,15 to 49 years old
Mauritania,Pregnant women sleeping under ITN - percentage of pregnant women (aged 15-49 years) who slept under an insecticide-treated net the previous night,Female,2021,11.7,Units,%,Reported,Free,,,,,,2019-21 Demographic and Health Survey,Statcompiler,,End of fieldwork,,2011-2021,15 to 49 years old
Mauritania,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2007,3.9,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2007,,,End of fieldwork,,2007-2021,Under 5 years old
Mauritania,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2011,8.8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2007-2021,Under 5 years old
Mauritania,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Female,2015,10.1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2007-2021,Under 5 years old
Mauritania,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2007,6.8,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2007,,,End of fieldwork,,2007-2021,Under 5 years old
Mauritania,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2011,4.5,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2007-2021,Under 5 years old
Mauritania,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Male,2015,6.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2007-2021,Under 5 years old
Mauritania,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2007,5.3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2007,,,End of fieldwork,,2007-2021,Under 5 years old
Mauritania,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2011,6.4,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2007-2021,Under 5 years old
Mauritania,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2015,8.2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2007-2021,Under 5 years old
Mauritania,"Malaria, first line treatment - percentage of febrile children (under age 5) receiving ACT (first line antimalarial drug), among those receiving any antimalarial drugs",Total,2021,19,Units,%,Reported,Free,,,,,,2019-21 Demographic and Health Survey,Statcompiler,,End of fieldwork,,2007-2021,Under 5 years old
Mauritania,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2015,35.2,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2015,,,End of fieldwork,,2015-2021,Under 5 years old
Mauritania,Careseeking for febrile children - percentage of children (under age 5) with fever for whom advice or treatment was sought from a health facility or provider,Total,2021,31.4,Units,%,Reported,Free,,,,,,2019-21 Demographic and Health Survey,Statcompiler,,End of fieldwork,,2015-2021,Under 5 years old
Mauritania,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Female,2011,6,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2011-2021,Under 5 years old
Mauritania,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Male,2011,4.3,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2011-2021,Under 5 years old
Mauritania,Malaria diagnostics - percentage of febrile children (under age 5) who had a finger or heel stick for malaria testing,Total,2011,5.1,Units,%,Reported,Free,,,,,,Multiple Indicator Cluster Survey 2011,,,End of fieldwork,,2011-2021,Under 5 years old
