year,country,ACT,CQ,data type,Region,lat,long,displayName,layerName,layerTitle,value,study Id,site number,site,study start,study end,marker type,tested,present,Mixed present,author,publication year,publication URL,title,notes,pubmed Id,drug,marker group,percentage,included or excluded,PR,Prev_DR,CQ_use
2004,India,NA,NA,NA,Asia,15.49,73.82,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001020467,19426658,3,Panaji,2003,2004,pfcrt 76T,33,33,33,Valecha N,2009,http://www.ncbi.nlm.nih.gov/pubmed/19426658,Clincal data CQ.,19426658,Low efficacy of chloroquine: time to switchover to artemisinin-based combination therapy for falciparum malaria in India.,Amodiaquine,pfcrt 76T,100,NA,0.102046726,100,NA
2004,India,NA,NA,NA,Asia,15.3,74.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00358699,16586369,5,Goa,2000,2004,pfcrt 76T,32,32,32,Mittra P,2006,http://www.ncbi.nlm.nih.gov/pubmed/16586369,NA,16586369,Progressive increase in point mutations associated with chloroquine resistance in Plasmodium falciparum isolates from India.,Amodiaquine,pfcrt 76T,100,NA,0.358698983,100,NA
2004,India,NA,NA,NA,Asia,15.3,74.12,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00358699,22236376,5,Goa,2004,2004,pfcrt 76T,26,26,26,Mallick PK,2012,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3283508&tool=pmcentrez&rendertype=abstract,Post-treatment genotypes after CQ treatment.,22236376,"Mutant pfcrt ""SVMNT"" haplotype and wild type pfmdr1 ""N86"" are endemic in Plasmodium vivax dominated areas of India under high chloroquine exposure.",Amodiaquine,pfcrt 76T,100,NA,0.358698983,100,NA
2004,India,NA,NA,NA,Asia,22.97,78.66,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000542324,16586369,2,Madhya Pradesh,2000,2004,pfcrt 76T,39,30,30,Mittra P,2006,http://www.ncbi.nlm.nih.gov/pubmed/16586369,NA,16586369,Progressive increase in point mutations associated with chloroquine resistance in Plasmodium falciparum isolates from India.,Amodiaquine,pfcrt 76T,77,NA,0.054232363,76.92307692,NA
2004,India,NA,NA,NA,Asia,28.57,77.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000326712,16586369,1,Uttar Pradesh,2000,2004,pfcrt 76T,66,53,53,Mittra P,2006,http://www.ncbi.nlm.nih.gov/pubmed/16586369,NA,16586369,Progressive increase in point mutations associated with chloroquine resistance in Plasmodium falciparum isolates from India.,Amodiaquine,pfcrt 76T,80,NA,0.032671218,80.3030303,NA
2003,India,NA,NA,NA,Asia,28.64,77.22,NA,NA,NA,NA,16516311,2,"Nicobar, Andaman",2001,2003,pfcrt 76T,43,43,43,Vinayak S,2006,http://www.ncbi.nlm.nih.gov/pubmed/16516311,NA,16516311,Wide variation in microsatellite sequences within each Pfcrt mutant haplotype.,Amodiaquine,pfcrt 76T,100,NA,NA,100,NA
2004,India,NA,NA,NA,Asia,28.64,77.22,NA,NA,NA,NA,16586369,6,"Nicobar, Andaman",2000,2004,pfcrt 76T,43,43,43,Mittra P,2006,http://www.ncbi.nlm.nih.gov/pubmed/16586369,NA,16586369,Progressive increase in point mutations associated with chloroquine resistance in Plasmodium falciparum isolates from India.,Amodiaquine,pfcrt 76T,100,NA,NA,100,NA
2005,Indonesia,NA,NA,NA,SEA,1.13,97.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",9.67E-11,17760967,0,Nias archipelago,2005,2005,pfcrt 76T,76,75,75,Syafruddin D,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2014775&tool=pmcentrez&rendertype=abstract,NA,17760967,"Malaria prevalence in Nias District, North Sumatra Province, Indonesia.",Amodiaquine,pfcrt 76T,100,NA,9.67e-9,98.68421053,NA
2001,Iran,NA,NA,NA,Asia,29.51,60.86,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.002240913,12803866,0,"Sistan-Baluchestan, Kerman, Hormozgan",2000,2001,pfcrt 76T,50,49,49,Jafari,2003,http://www.ncbi.nlm.nih.gov/pubmed/12803866,NA,12803866,Molecular survey of Plasmodium falciparum resistance in south-eastern Iran.,Amodiaquine,pfcrt 76T,98,NA,0.224091299,98,NA
2002,Iran,NA,NA,NA,Asia,35.7,51.42,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",1.16245E-05,24657918,6,NA,2001,2002,pfcrt 76T,50,49,49,Jovel IT,2014,http://www.ncbi.nlm.nih.gov/pubmed/24657918,NA,24657918,Single nucleotide polymorphisms in Plasmodium falciparum V type H(+) pyrophosphatase gene (pfvp2) and their associations with pfcrt and pfmdr1 polymorphisms.,Amodiaquine,pfcrt 76T,98,I,0.001162453,98,NA
2002,Iran,NA,NA,NA,Asia,25.29,60.64,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,16490179,0,Chabahar City,2001,2002,pfcrt 76T,88,87,87,Ursing J,2006,http://www.ncbi.nlm.nih.gov/pubmed/16490179,NA,16490179,Quinoline resistance associated polymorphisms in the pfcrt,Amodiaquine,pfcrt 76T,99,NA,0,98.86363636,NA
2005,Iran,NA,NA,NA,Asia,25.29,60.64,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,17999755,1,Chabahar,2003,2005,pfcrt 76T,152,149,149,Zakeri S,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2214731&tool=pmcentrez&rendertype=abstract,NA,17999755,Prevalence of mutations associated with antimalarial drugs in Plasmodium falciparum isolates prior to the introduction of sulphadoxine-pyrimethamine as first-line treatment in Iran.,Amodiaquine,pfcrt 76T,98,NA,0,98.02631579,NA
2005,Iran,NA,NA,NA,Asia,25.29,60.64,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,18385361,0,Chabahar district,2002,2005,pfcrt 76T,175,171,171,Zakeri S,2008,http://www.ncbi.nlm.nih.gov/pubmed/18385361,Clinical CQ data available.,18385361,Association of pfcrt but not pfmdr1 alleles with chloroquine resistance in Iranian isolates of Plasmodium falciparum.,Amodiaquine,pfcrt 76T,98,NA,0,97.71428571,NA
2005,Iran,NA,NA,NA,Asia,26.63,61.26,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,17999755,2,Sarbaz,2003,2005,pfcrt 76T,54,53,53,Zakeri S,2007,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2214731&tool=pmcentrez&rendertype=abstract,NA,17999755,Prevalence of mutations associated with antimalarial drugs in Plasmodium falciparum isolates prior to the introduction of sulphadoxine-pyrimethamine as first-line treatment in Iran.,Amodiaquine,pfcrt 76T,98,NA,0,98.14814815,NA
2001,Kenya,NA,NA,NA,East Africa,-0.18,34.38,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.652623773,22096496,2,Asembo,2001,2001,pfcrt 76T,242,198,198,"Monica Shah, Simon Kariuki, Jodi Vanden Eng, Anna J. Blackstock, Kimberly Garner, Wangeci Gatei, John E. Gimnig, Kim Lindblade, Dianne Terlouw, Feiko ter Kuile, William A. Hawley, Penelope Phillips-Howard, Bernard Nahlen, Edward Walker, Mary J. Hamel, Laurence Slutsker, Ya Ping Shi",2011,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3214025&tool=pmcentrez&rendertype=abstract,Post ITN intervention prevalence,22096496,Effect of transmission reduction by insecticide-treated bednets (ITNs) on antimalarial drug resistance in western Kenya.,Amodiaquine,pfcrt 76T,82,I,65.26237726,81.81818182,NA
2001,Kenya,NA,NA,NA,East Africa,-3.63,39.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.372065365,19450282,8,Kilifi,2001,2001,pfcrt 76T,36,32,32,Mwai L,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2694831&tool=pmcentrez&rendertype=abstract,Mixed infections excluded.,19450282,Chloroquine resistance before and after its withdrawal in Kenya.,Amodiaquine,pfcrt 76T,94,E,37.20653653,88.88888889,NA
2002,Kenya,NA,NA,NA,East Africa,-3.63,39.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.267991215,19450282,9,Kilifi,2002,2002,pfcrt 76T,30,22,22,Mwai L,2009,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2694831&tool=pmcentrez&rendertype=abstract,Mixed infections excluded.,19450282,Chloroquine resistance before and after its withdrawal in Kenya.,Amodiaquine,pfcrt 76T,94,E,26.7991215,73.33333333,NA
2004,Kenya,NA,NA,NA,East Africa,-1.29,36.82,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0,16569231,12,NA,1998,2004,pfcrt 76T,1,1,1,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,100,E,0,100,NA
2005,Kenya,NA,NA,NA,East Africa,-0.04,34.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.298454612,18671871,3,Kombewa,2005,2005,pfcrt 76T,200,168,190,Zhong D,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2533336&tool=pmcentrez&rendertype=abstract,Stratification asymptomatic vs. Symptomatic i,18671871,Molecular epidemiology of drug-resistant malaria in western Kenya highlands.,Amodiaquine,pfcrt 76T,95,NA,29.84546125,84,NA
2005,Kenya,NA,NA,NA,East Africa,-0.04,34.55,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.298454612,614,2,Kombewa,2005,2005,pfcrt 76T,61,41,49,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, TomÃ¡s-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,asymptomatic,29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",Amodiaquine,pfcrt 76T,88,NA,29.84546125,67.21311475,NA
2005,Kenya,NA,NA,NA,East Africa,0.28,34.75,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.199824378,18671871,2,Kakamega,2005,2005,pfcrt 76T,200,163,178,Zhong D,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2533336&tool=pmcentrez&rendertype=abstract,Stratification asymptomatic vs. symptomatic i,18671871,Molecular epidemiology of drug-resistant malaria in western Kenya highlands.,Amodiaquine,pfcrt 76T,89,NA,19.98243779,81.5,NA
2005,Kenya,NA,NA,NA,East Africa,0.28,34.75,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.199824378,614,6,Kakamega,2005,2005,pfcrt 76T,106,81,95,"Hemming-Schroeder E, Umukoro E, Lo E, Fung B, TomÃ¡s-Domingo P, Zhou G, Zhong D, Dixit A, Atieli H, Githeko A, Vardo-Zalik A, Yan G.",2018,https://www.ncbi.nlm.nih.gov/pubmed/?term=29363453,asymptomatic,29363453,"Impacts of Antimalarial Drugs on Plasmodium falciparum Drug Resistance Markers, Western Kenya, 2003-2015.",Amodiaquine,pfcrt 76T,95,NA,19.98243779,76.41509434,NA
2005,Kenya,NA,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.245210379,21106088,0,Kisumu,2003,2005,pfcrt 76T,244,237,237,Spalding MD,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3001743&tool=pmcentrez&rendertype=abstract,Results from an additional study was presente,21106088,"Increased prevalence of the pfdhfr/phdhps quintuple mutant and rapid emergence of pfdhps resistance mutations at codons 581 and 613 in Kisumu, Kenya.",Amodiaquine,pfcrt 76T,97,I,24.52103794,97.13114754,NA
2005,Kenya,NA,NA,NA,East Africa,-0.09,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.245210379,21106088,0,Kisumu,2003,2005,pfcrt 76T,244,237,237,Spalding MD,2010,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=3001743&tool=pmcentrez&rendertype=abstract,Results from an additional study was presente,21106088,"Increased prevalence of the pfdhfr/phdhps quintuple mutant and rapid emergence of pfdhps resistance mutations at codons 581 and 613 in Kisumu, Kenya.",Amodiaquine,pfcrt 76T,97,I,24.52103794,97.13114754,NA
2005,Kenya,NA,NA,NA,East Africa,-0.68,34.77,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.078766041,18671871,1,Kisii,2005,2005,pfcrt 76T,200,145,163,Zhong D,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2533336&tool=pmcentrez&rendertype=abstract,Stratification asymptomatic vs. symptomatic i,18671871,Molecular epidemiology of drug-resistant malaria in western Kenya highlands.,Amodiaquine,pfcrt 76T,82,NA,7.87660405,72.5,NA
2001,Lao People's Democratic Republic,NA,NA,NA,SEA,14.94,107.1,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.036468379,12950663,0,Attapeu Province,2001,2001,pfcrt 76T,67,63,65,Berens N,2003,http://www.ncbi.nlm.nih.gov/pubmed/12950663,"Clinical CQ, SP and CQ+SP data.",12950663,Plasmodium falciparum: correlation of in vivo resistance to chloroquine and antifolates with genetic polymorphisms in isolates from the south of Lao PDR.,Amodiaquine,pfcrt 76T,97,NA,3.64683792,94.02985075,NA
2004,Lao People's Democratic Republic,NA,NA,NA,SEA,20.29,100.71,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.001932746,17620628,1,"North: Bokeo, Huaphanh, Luangphrabang, Luangnamtha, Phongsaly, Oudomxay, Vientiane, Xiengkhuang and",2001,2004,pfcrt 76T,196,196,196,Mayxay M,2007,http://www.ajtmh.org/content/77/1/36.long,"Clinical CQ, SP, CQ+SP data available. Mixes",17620628,Combined molecular and clinical assessment of Plasmodium falciparum antimalarial drug resistance in the Lao People's Democratic Republic (Laos).,Amodiaquine,pfcrt 76T,100,NA,0.193274638,100,NA
2004,Lao People's Democratic Republic,NA,NA,NA,SEA,20.95,101.4,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.006947489,16359407,0,Luang Namtha,2003,2004,pfcrt 76T,81,81,81,Dittrich S,2005,http://www.ncbi.nlm.nih.gov/pubmed/16359407,NA,16359407,Falciparum malaria in the north of Laos: the occurrence and implications of the Plasmodium falciparum chloroquine resistance transporter (pfcrt) gene haplotype SVMNT.,Amodiaquine,pfcrt 76T,100,NA,0.694748899,100,NA
2004,Lao People's Democratic Republic,NA,NA,NA,SEA,16.51,105.59,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00913205,17297031,0,Savannakhet Province,2003,2004,pfcrt 76T,53,48,48,Mayxay M,2007,http://www.ncbi.nlm.nih.gov/pubmed/17297031,In vitro data available.,17297031,In vitro antimalarial drug susceptibility and pfcrt mutation among fresh Plasmodium falciparum isolates from the Lao PDR (Laos).,Amodiaquine,pfcrt 76T,91,NA,0.913204998,90.56603774,NA
2004,Lao People's Democratic Republic,NA,NA,NA,SEA,16.51,105.59,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.00913205,17620628,3,"South: Savannakhet, Attapeu, Champassack, Saravane, Sekong",2001,2004,pfcrt 76T,603,494,494,Mayxay M,2007,http://www.ajtmh.org/content/77/1/36.long,"Clinical CQ, SP, CQ+SP data available. Mixes",17620628,Combined molecular and clinical assessment of Plasmodium falciparum antimalarial drug resistance in the Lao People's Democratic Republic (Laos).,Amodiaquine,pfcrt 76T,82,NA,0.913204998,81.92371476,NA
2004,Lao People's Democratic Republic,NA,NA,NA,SEA,18.44,104.47,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.000991785,17620628,2,"Central: Borikhamxay, Khammouane",2001,2004,pfcrt 76T,37,25,25,Mayxay M,2007,http://www.ajtmh.org/content/77/1/36.long,"Clinical CQ, SP, CQ+SP data available. Mixes",17620628,Combined molecular and clinical assessment of Plasmodium falciparum antimalarial drug resistance in the Lao People's Democratic Republic (Laos).,Amodiaquine,pfcrt 76T,68,NA,0.099178532,67.56756757,NA
2000,Liberia,NA,NA,NA,West Africa,4.38,-7.7,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.50434655,12625147,0,Harper,2000,2000,pfcrt 76T,23,21,23,Checchi F,2002,http://www.ncbi.nlm.nih.gov/pubmed/12625147,Clinical CQ and SP data and post-treatment ge,12625147,High Plasmodium falciparum resistance to chloroquine and sulfadoxine-pyrimethamine in Harper,Amodiaquine,pfcrt 76T,100,NA,50.43465495,91.30434783,NA
2002,Madagascar,NA,NA,NA,East Africa,-14.65,49.65,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.311263591,16442577,2,Andapa,2001,2002,pfcrt 76T,132,2,5,Randrianarivelojosia M,2007,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2944659/,Pregnant women,16442577,First evidence of pfcrt mutant Plasmodium falciparum in Madagascar.,Amodiaquine,pfcrt 76T,4,NA,31.12635911,1.515151515,NA
2002,Madagascar,NA,NA,NA,East Africa,-18.77,46.05,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.113716029,16442577,0,Tsiroanomandidy,2002,2002,pfcrt 76T,51,1,1,Randrianarivelojosia M,2007,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC2944659/,NA,16442577,First evidence of pfcrt mutant Plasmodium falciparum in Madagascar.,Amodiaquine,pfcrt 76T,2,NA,11.37160286,1.960784314,NA
2004,Madagascar,NA,NA,NA,East Africa,-16.13,46.97,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.222436771,17556614,2,Sainte Marie,2004,2004,pfcrt 76T,26,0,0,Rason MA,2007,http://www.ncbi.nlm.nih.gov/pubmed/17556614,In vitro data available.,17556614,Prevalent pfmdr1 n86y mutant Plasmodium falciparum in Madagascar despite absence of pfcrt mutant strains.,Amodiaquine,pfcrt 76T,0,NA,22.24367708,0,NA
2004,Madagascar,NA,NA,NA,East Africa,-21.82,47.33,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.062914632,17556614,1,Saharevo,2004,2004,pfcrt 76T,64,0,0,Rason MA,2007,http://www.ncbi.nlm.nih.gov/pubmed/17556614,In vitro data available.,17556614,Prevalent pfmdr1 n86y mutant Plasmodium falciparum in Madagascar despite absence of pfcrt mutant strains.,Amodiaquine,pfcrt 76T,0,NA,6.291463226,0,NA
2004,Madagascar,NA,NA,NA,East Africa,-18.93,47.52,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.060547996,16569231,6,NA,1998,2004,pfcrt 76T,3,0,0,Cojean S,2006,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1448192&tool=pmcentrez&rendertype=abstract,Travellers. Mixed infections excluded. In vit,16569231,Lack of association between putative transporter gene polymorphisms in Plasmodium falciparum and chloroquine resistance in imported malaria isolates from Africa.,Amodiaquine,pfcrt 76T,0,E,6.054799631,0,NA
2004,Madagascar,NA,NA,NA,East Africa,-18.77,46.05,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.168942243,17556614,3,Tsiroanomandidy,2004,2004,pfcrt 76T,27,1,1,Rason MA,2007,http://www.ncbi.nlm.nih.gov/pubmed/17556614,In vitro data available.,17556614,Prevalent pfmdr1 n86y mutant Plasmodium falciparum in Madagascar despite absence of pfcrt mutant strains.,Amodiaquine,pfcrt 76T,4,NA,16.89422429,3.703703704,NA
2005,Malawi,NA,NA,NA,Southern Africa,-15.79,35.01,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.12969245,18270569,0,Blantyre,2003,2005,pfcrt 76T,244,0,0,Bell DJ,2008,http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=2229666&tool=pmcentrez&rendertype=abstract,Clinical SP and SP combinations data and post,18270569,"Sulfadoxine-pyrimethamine-based combinations for malaria: a randomised blinded trial to compare efficacy, safety and selection of resistance in Malawi.",Amodiaquine,pfcrt 76T,0,NA,12.96924502,0,NA
2005,Malawi,NA,NA,NA,Southern Africa,-15.79,35.01,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.12969245,20662717,2,Blantyre,2005,2005,pfcrt 76T,210,0,0,Laufer MK,2010,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3380613/pdf/nihms371461.pdf,Pfcrt-flanking microsatellites analysed.,20662717,Return of chloroquine-susceptible falciparum malaria in Malawi was a reexpansion of diverse susceptible parasites.,Amodiaquine,pfcrt 76T,0,NA,12.96924502,0,NA
2000,Malaysia,NA,NA,NA,SEA,1.67,109.85,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",2.52E-07,14572517,0,Lundu,1999,2000,pfcrt 76T,47,47,47,Cox-Singh J,2003,http://www.ncbi.nlm.nih.gov/pubmed/?term=14572517,Clinical CQ+SP data available. Mixed infectio,14572517,Application of a multi-faceted approach for the assessment of treatment response in falciparum malaria: a study from Malaysian Borneo.,Amodiaquine,pfcrt 76T,100,NA,2.52e-5,100,NA
2003,Mali,NA,NA,NA,West Africa,11.88,-8.45,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.396502942,21300016,0,"Kangaba, Kela",2001,2003,pfcrt 76T,579,384,384,Wélé M,2011,http://www.ncbi.nlm.nih.gov/pubmed/21300016,Case control study: severe vs non severe mala,21300016,High frequency of PfCRT 76T in two Malian villages and its prevalence in severe relative to non-severe malaria.,Amodiaquine,pfcrt 76T,66,I,39.65029418,66.32124352,NA
2003,Mali,NA,NA,NA,West Africa,12.65,-8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.251830131,16154388,7,NA,1998,2003,pfcrt 76T,7,2,2,Severini C,2006,http://www.ncbi.nlm.nih.gov/pubmed/16154388,Travellers. Mixed infections excluded. In vit,16154388,Prevalence of pfcrt point mutations and level of chloroquine resistance in Plasmodium falciparum isolates from Africa.,Amodiaquine,pfcrt 76T,29,E,25.18301308,28.57142857,NA
2003,Mali,NA,NA,NA,West Africa,12.65,-8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.251830131,17033142,6,NA,1998,2003,pfcrt 76T,7,2,2,Menegon M,2006,http://www.iss.it/publ/anna/2006/2/422203.pdf,Article in Italian. In vitro data available.,17033142,[Molecular epidemiology of imported malaria in Italy: the use of genetic markers and in vitro sensitivity test in a study of chloroquine resistance in Plasmodium falciparum].,Amodiaquine,pfcrt 76T,29,NA,25.18301308,28.57142857,NA
2003,Mali,NA,NA,NA,West Africa,12.65,-8,Global Pf Parasite Rate,Malaria:202206_Global_Pf_Parasite_Rate,"Proportion of Children 2 to 10 years of age showing, on a given year, detectable Plasmodium falciparum parasite",0.251830131,20041947,0,Multiple sites,2002,2003,pfcrt 76T,951,804,804,Djimdé AA,2011,http://www.ncbi.nlm.nih.gov/pmc/articles/PMC3050054/pdf/nihms165707.pdf,Data/numerator not specified by site.,20041947,A molecular map of chloroquine resistance in Mali.,Amodiaquine,pfcrt 76T,85,I,25.18301308,84.54258675,NA
